"","seismic","seismoacoustic","shift","genergy","gpuls","gdenergy","gdpuls","ghazard","nbumps","nbumps2","nbumps3","nbumps4","nbumps5","nbumps6","nbumps7","nbumps89","energy","maxenergy","class"
"656.1","b","b","N",8660,205,16,188,"b",1,0,0,1,0,0,0,0,10000,10000,"0"
"1412.1","a","b","W",14980,267,-7,9,"a",0,0,0,0,0,0,0,0,0,0,"0"
"491","a","a","W",33310,274,-30,-27,"a",6,3,3,0,0,0,0,0,6800,3000,"0"
"2569","b","a","W",12470,227,-2,-8,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2144","a","a","W",21900,370,-27,-28,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1329.1","a","b","W",12800,213,-22,-20,"a",0,0,0,0,0,0,0,0,0,0,"0"
"375","a","a","N",4490,35,-78,-73,"a",0,0,0,0,0,0,0,0,0,0,"0"
"241.2","b","b","W",1134540,1363,1,-5,"a",2,0,2,0,0,0,0,0,7000,5000,"0"
"2344","b","a","W",22440,483,-29,10,"a",0,0,0,0,0,0,0,0,0,0,"0"
"752.1","a","a","N",5990,53,-42,-64,"a",0,0,0,0,0,0,0,0,0,0,"0"
"596","b","a","W",19220,149,-34,-33,"a",6,2,4,0,0,0,0,0,10700,5000,"0"
"636","b","a","W",51660,626,19,29,"a",1,1,0,0,0,0,0,0,500,500,"0"
"1006","a","a","N",2260,17,-29,-58,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2073.1","b","a","W",37620,520,8,-6,"a",0,0,0,0,0,0,0,0,0,0,"0"
"582","a","a","W",26130,220,-46,-27,"a",2,1,1,0,0,0,0,0,2200,2000,"0"
"217","a","a","W",1138340,2106,-20,-20,"a",2,0,2,0,0,0,0,0,11000,9000,"0"
"2232","b","b","W",19860,732,9,64,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"775","a","a","N",3650,41,-44,-46,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"229","a","a","N",144520,407,-34,-27,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"2174","b","a","W",29370,694,0,40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2011","b","b","W",24500,488,-9,7,"a",0,0,0,0,0,0,0,0,0,0,"0"
"923","a","a","N",30130,82,65,57,"a",3,3,0,0,0,0,0,0,500,200,"0"
"2172","b","a","W",56550,1092,93,120,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1564","b","b","W",22550,859,-23,10,"b",1,1,0,0,0,0,0,0,300,300,"0"
"971","a","b","N",5250,66,-49,36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1728","b","a","N",15840,275,90,64,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"241.3","b","b","W",1134540,1363,1,-5,"a",2,0,2,0,0,0,0,0,7000,5000,"0"
"1311.1","a","b","W",11320,472,-6,56,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1999","b","b","W",60490,788,129,70,"b",1,1,0,0,0,0,0,0,600,600,"0"
"1779","b","a","N",8980,189,-14,-50,"a",0,0,0,0,0,0,0,0,0,0,"0"
"480","a","a","N",5550,44,-31,-12,"a",2,1,1,0,0,0,0,0,4300,4000,"0"
"1036","a","a","N",3300,15,24,-62,"a",0,0,0,0,0,0,0,0,0,0,"0"
"538","b","a","W",40150,525,33,40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2221","b","c","W",39900,984,-12,41,"b",1,0,1,0,0,0,0,0,4000,4000,"0"
"704","b","a","W",117120,1095,-22,-24,"a",3,2,1,0,0,0,0,0,5700,4000,"0"
"2475","b","a","W",11550,152,-49,-60,"a",1,1,0,0,0,0,0,0,100,100,"0"
"504","b","a","W",45330,485,-4,25,"a",3,0,2,0,1,0,0,0,402000,4e+05,"0"
"293","a","a","N",43600,194,-48,-48,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2463","b","a","W",16820,244,-32,-39,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2468","b","a","W",13390,203,-14,-43,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1911","a","a","N",14610,373,56,15,"a",0,0,0,0,0,0,0,0,0,0,"0"
"134","a","a","N",65800,259,-58,-49,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"1659","b","b","W",47670,507,40,-11,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1753.1","a","a","N",10410,422,4,21,"a",0,0,0,0,0,0,0,0,0,0,"0"
"798","a","a","W",39390,460,27,50,"a",6,5,1,0,0,0,0,0,4800,2000,"0"
"2544","a","a","N",9840,217,-6,6,"a",1,0,0,1,0,0,0,0,10000,10000,"0"
"2216.1","b","c","W",57440,538,27,-23,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1087","a","a","N",2440,63,-10,58,"a",0,0,0,0,0,0,0,0,0,0,"0"
"449","b","b","W",73820,322,-16,-14,"a",8,3,3,2,0,0,0,0,52700,30000,"0"
"1072.1","a","a","N",4290,45,41,12,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1126.2","b","a","W",27020,294,334,-5,"b",0,0,0,0,0,0,0,0,0,0,"0"
"2240","b","a","W",29560,1067,2,35,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2246","b","a","W",60730,797,110,1,"a",2,1,1,0,0,0,0,0,3600,3000,"0"
"277","b","b","W",286300,1381,-49,-41,"a",0,0,0,0,0,0,0,0,0,0,"0"
"504.1","b","a","W",45330,485,-4,25,"a",3,0,2,0,1,0,0,0,402000,4e+05,"0"
"805","b","b","W",9130,68,-64,-75,"a",3,2,1,0,0,0,0,0,2000,1000,"0"
"1364","a","b","W",11630,481,-27,21,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1106","a","a","W",18470,525,-46,-41,"a",0,0,0,0,0,0,0,0,0,0,"0"
"632","b","a","W",30430,308,-16,-19,"a",2,1,1,0,0,0,0,0,4500,4000,"0"
"1587.1","a","b","N",17670,255,130,56,"a",0,0,0,0,0,0,0,0,0,0,"0"
"961","a","b","N",11500,30,-3,-25,"a",0,0,0,0,0,0,0,0,0,0,"0"
"112","a","b","W",134640,611,-41,-16,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1277","a","a","W",15120,166,-35,-58,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"980","a","a","N",6790,17,-43,-62,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1146","a","b","W",27590,314,6,-35,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2048.1","a","a","W",50840,719,46,32,"a",1,0,1,0,0,0,0,0,7000,7000,"0"
"2165","b","a","W",45910,656,69,39,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1484.2","a","a","N",11800,185,63,14,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1920","a","a","N",15640,326,67,1,"a",1,1,0,0,0,0,0,0,200,200,"0"
"1016","a","a","N",590,11,-74,-72,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2068","b","a","W",18920,330,-46,-40,"a",1,1,0,0,0,0,0,0,200,200,"0"
"1508","b","a","W",11320,514,-15,33,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2087","a","a","N",6530,266,-48,6,"a",0,0,0,0,0,0,0,0,0,0,"0"
"489","a","a","W",60200,449,32,24,"a",5,3,2,0,0,0,0,0,9200,5000,"0"
"2358","b","a","W",15650,316,-52,-28,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1180","a","b","N",11150,201,11,-12,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1552","b","b","W",66780,2022,169,204,"a",0,0,0,0,0,0,0,0,0,0,"0"
"261","b","a","W",1104700,2584,3,33,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1942","a","a","N",9990,118,17,-56,"a",1,0,1,0,0,0,0,0,1000,1000,"0"
"2421.1","b","b","N",4330,160,-65,-36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1004","a","a","N",5020,32,77,-20,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1647","b","b","N",38060,486,357,189,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1217","b","a","W",25400,810,19,31,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1528","b","b","W",32500,873,97,90,"b",1,1,0,0,0,0,0,0,300,300,"0"
"1847","b","b","N",12780,376,23,-1,"b",0,0,0,0,0,0,0,0,0,0,"0"
"52","a","b","W",248900,739,-9,0,"b",1,1,0,0,0,0,0,0,400,400,"0"
"1006.1","a","a","N",2260,17,-29,-58,"a",0,0,0,0,0,0,0,0,0,0,"0"
"293.1","a","a","N",43600,194,-48,-48,"a",0,0,0,0,0,0,0,0,0,0,"0"
"973","a","b","N",5250,66,-49,36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1367","a","b","N",10210,394,169,251,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1597.2","a","b","N",12290,471,30,49,"a",1,1,0,0,0,0,0,0,500,500,"0"
"922","a","a","N",9430,44,-50,-17,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2429","a","b","W",3590,203,-69,-60,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2028","b","b","W",59950,815,105,67,"a",0,0,0,0,0,0,0,0,0,0,"0"
"202","a","a","W",891720,2037,11,0,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2208.1","a","c","W",52510,917,23,39,"b",1,0,1,0,0,0,0,0,4000,4000,"0"
"887","a","a","W",20090,74,-78,-62,"a",0,0,0,0,0,0,0,0,0,0,"0"
"368","a","a","N",4150,67,-95,-87,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1704","a","b","W",25710,365,-25,-33,"a",1,0,0,1,0,0,0,0,10000,10000,"0"
"1139.1","a","b","W",9450,209,-63,-59,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1642","b","b","N",13330,443,29,26,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2501","a","a","W",8210,247,-44,-23,"a",0,0,0,0,0,0,0,0,0,0,"0"
"194","a","a","W",320150,1012,-58,-42,"a",2,0,2,0,0,0,0,0,5000,3000,"0"
"1966.1","b","a","W",21000,466,-10,-1,"a",0,0,0,0,0,0,0,0,0,0,"0"
"658","a","b","W",21000,523,-61,-44,"b",1,0,1,0,0,0,0,0,8000,8000,"0"
"2175","b","b","W",74380,895,153,80,"a",0,0,0,0,0,0,0,0,0,0,"0"
"363","a","b","W",511560,2205,-9,-10,"a",5,2,3,0,0,0,0,0,9700,5000,"0"
"596.1","b","a","W",19220,149,-34,-33,"a",6,2,4,0,0,0,0,0,10700,5000,"0"
"1285.2","a","a","W",17710,191,-22,-52,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2182","b","b","W",69450,1412,137,185,"b",0,0,0,0,0,0,0,0,0,0,"0"
"2350","b","a","N",22710,385,82,54,"a",0,0,0,0,0,0,0,0,0,0,"0"
"116","a","a","N",42820,150,28,9,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"1327","a","b","W",17590,500,36,53,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1036.1","a","a","N",3300,15,24,-62,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1124","b","a","W",31450,286,47,-40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"778","a","b","W",39880,342,15,21,"a",3,1,2,0,0,0,0,0,2800,1000,"0"
"2555","a","a","W",29320,526,125,101,"a",1,0,0,1,0,0,0,0,90000,90000,"0"
"2397","a","b","W",36770,657,25,57,"a",1,0,1,0,0,0,0,0,1000,1000,"0"
"774","a","a","N",3770,50,-47,-40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"998","a","a","N",4310,29,15,-28,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1440","a","b","N",2000,130,-78,-58,"a",0,0,0,0,0,0,0,0,0,0,"0"
"964.1","a","a","N",6760,24,-37,-40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1009","a","a","N",1180,14,-57,-65,"a",0,0,0,0,0,0,0,0,0,0,"0"
"668","a","a","N",17700,174,-81,-81,"a",1,0,1,0,0,0,0,0,2000,2000,"0"
"523","a","b","N",8060,57,-81,-86,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"1427.1","a","a","N",5480,223,-21,27,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1904.1","a","a","N",18790,322,101,0,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1823","a","b","N",16060,335,83,74,"a",0,0,0,0,0,0,0,0,0,0,"0"
"843","a","a","W",178220,371,13,7,"a",2,2,0,0,0,0,0,0,800,400,"0"
"144","a","a","W",372380,1264,-26,-9,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2090.1","a","a","N",10250,177,-18,-29,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1211","b","a","N",15600,548,67,83,"a",0,0,0,0,0,0,0,0,0,0,"0"
"943","a","a","N",9550,24,-86,-77,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2424","a","b","N",6260,114,-49,-53,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1190","a","b","W",21910,695,-10,-4,"a",1,1,0,0,0,0,0,0,300,300,"0"
"911","b","b","N",19370,63,-49,-20,"b",0,0,0,0,0,0,0,0,0,0,"0"
"593.1","b","a","W",16450,141,-47,-40,"a",3,2,1,0,0,0,0,0,3800,3000,"0"
"549","a","a","W",46740,553,27,29,"a",6,3,3,0,0,0,0,0,5800,2000,"0"
"1017","a","a","N",3720,43,75,8,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1901","a","a","W",17180,310,-50,-47,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1699","b","b","W",51560,1088,52,8,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1903","a","a","N",14170,381,52,18,"a",0,0,0,0,0,0,0,0,0,0,"0"
"57","a","a","N",50580,134,15,-18,"a",0,0,0,0,0,0,0,0,0,0,"0"
"192","a","b","W",1127430,3031,58,90,"a",1,1,0,0,0,0,0,0,300,300,"0"
"460","a","a","N",9280,43,-57,-90,"a",1,0,1,0,0,0,0,0,2000,2000,"0"
"2479","a","a","W",16030,236,-28,-36,"a",2,1,1,0,0,0,0,0,5200,5000,"0"
"1607","a","a","N",6260,98,-26,-42,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1517","b","a","W",45070,1016,214,145,"a",0,0,0,0,0,0,0,0,0,0,"0"
"374.1","a","a","N",3170,36,-88,-79,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2476.1","b","a","W",9050,436,-10,1,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2176","b","b","W",63190,840,115,69,"a",2,2,0,0,0,0,0,0,600,400,"0"
"400","b","b","W",108260,891,-12,-7,"a",5,3,2,0,0,0,0,0,6000,3000,"0"
"449.1","b","b","W",73820,322,-16,-14,"a",8,3,3,2,0,0,0,0,52700,30000,"0"
"1442","a","b","W",3560,83,-79,-67,"a",0,0,0,0,0,0,0,0,0,0,"0"
"553","a","b","W",39980,629,14,43,"b",2,1,1,0,0,0,0,0,2800,2000,"0"
"1113","a","a","W",38230,835,61,63,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1109","a","a","W",17540,252,-23,-48,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2519","b","a","N",5990,141,-45,-27,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1066","a","a","N",3130,25,6,-38,"a",0,0,0,0,0,0,0,0,0,0,"0"
"625","a","a","W",45350,469,14,21,"a",4,1,3,0,0,0,0,0,6400,3000,"0"
"1084","a","a","N",5090,35,63,-12,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2049","a","a","W",31430,484,-10,-11,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1737","b","a","N",13160,271,58,61,"a",0,0,0,0,0,0,0,0,0,0,"0"
"373","a","a","N",3550,38,-89,-82,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1877","a","b","W",66520,685,118,7,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1630","b","a","W",26460,554,-21,1,"a",1,0,1,0,0,0,0,0,1000,1000,"0"
"85.1","a","b","N",96600,383,87,70,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2291.1","a","b","W",54900,426,120,-15,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2158","a","a","W",27350,602,-1,25,"a",1,1,0,0,0,0,0,0,200,200,"0"
"2541","b","a","W",16940,288,47,18,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2363","b","a","W",54980,544,66,24,"a",2,1,1,0,0,0,0,0,1400,1000,"0"
"635","b","a","W",31440,361,-27,-22,"a",3,2,1,0,0,0,0,0,4600,4000,"0"
"644","a","b","W",45170,579,-14,-10,"a",1,0,1,0,0,0,0,0,2000,2000,"0"
"1073.2","a","a","N",2510,17,-16,-58,"a",0,0,0,0,0,0,0,0,0,0,"0"
"73","a","a","N",73030,240,25,7,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1998","b","b","W",62860,596,154,31,"b",3,3,0,0,0,0,0,0,1300,500,"0"
"124.1","a","a","N",203850,476,-14,-32,"a",1,0,1,0,0,0,0,0,3000,3000,"0"
"41.2","a","a","N",16630,81,-65,-59,"a",0,0,0,0,0,0,0,0,0,0,"0"
"69","a","a","N",40210,193,-71,-59,"a",1,0,1,0,0,0,0,0,5000,5000,"0"
"177.1","a","a","W",790830,1434,5,-4,"a",2,0,1,1,0,0,0,0,13000,10000,"0"
"1631","b","b","W",16680,586,-59,-49,"a",1,1,0,0,0,0,0,0,100,100,"0"
"1437","a","a","N",8540,82,22,-51,"a",2,1,1,0,0,0,0,0,2600,2000,"0"
"1927","a","a","N",8030,224,31,42,"a",0,0,0,0,0,0,0,0,0,0,"0"
"687","a","b","W",253510,2069,98,76,"a",4,2,2,0,0,0,0,0,7100,4000,"0"
"2410","b","b","W",15560,264,-46,-40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2032","a","a","W",37480,660,25,35,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1646","b","b","W",15210,527,-64,-56,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2092","a","a","N",11330,246,-9,-2,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2137","a","a","W",11860,292,-60,-42,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2583","a","a","W",16130,322,2,2,"a",0,0,0,0,0,0,0,0,0,0,"0"
"815.1","a","a","N",950,4,-40,-90,"a",0,0,0,0,0,0,0,0,0,0,"0"
"491.1","a","a","W",33310,274,-30,-27,"a",6,3,3,0,0,0,0,0,6800,3000,"0"
"464.1","a","a","W",56830,394,-20,-2,"a",5,2,3,0,0,0,0,0,10500,5000,"0"
"479.1","a","a","N",11390,89,47,94,"a",1,1,0,0,0,0,0,0,300,300,"0"
"1592.1","a","b","N",11230,383,19,22,"a",0,0,0,0,0,0,0,0,0,0,"0"
"903","a","a","N",28020,51,12,-14,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1658.1","b","b","W",19760,328,-42,-43,"a",0,0,0,0,0,0,0,0,0,0,"0"
"924","a","a","N",12880,62,-35,12,"a",0,0,0,0,0,0,0,0,0,0,"0"
"48.1","a","b","N",64200,198,86,35,"a",1,1,0,0,0,0,0,0,500,500,"0"
"2171","b","a","W",42060,740,43,49,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2146","a","a","W",40770,522,36,2,"a",1,0,1,0,0,0,0,0,8000,8000,"0"
"322","b","a","W",292040,1233,-33,-29,"a",0,0,0,0,0,0,0,0,0,0,"0"
"768.2","a","b","W",39690,416,6,56,"a",2,1,1,0,0,0,0,0,1700,1000,"0"
"1107","a","a","W",17220,529,-50,-41,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1221","b","a","W",35130,859,65,38,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1791","b","a","W",26300,520,-9,6,"a",1,0,1,0,0,0,0,0,7000,7000,"0"
"450.1","b","b","W",102380,508,19,37,"a",8,4,4,0,0,0,0,0,13400,8000,"0"
"2254.1","b","a","N",24870,507,259,165,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1928","a","a","N",4170,181,-49,-34,"a",0,0,0,0,0,0,0,0,0,0,"0"
"837","a","a","N",9050,17,-79,-81,"a",0,0,0,0,0,0,0,0,0,0,"0"
"976","a","b","N",7970,44,-32,-15,"a",0,0,0,0,0,0,0,0,0,0,"0"
"948","a","a","N",12760,26,-9,-35,"a",0,0,0,0,0,0,0,0,0,0,"0"
"192.1","a","b","W",1127430,3031,58,90,"a",1,1,0,0,0,0,0,0,300,300,"0"
"2305","a","b","W",9060,165,-67,-66,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1613","a","a","W",94190,2191,161,117,"a",5,2,1,2,0,0,0,0,116500,90000,"0"
"374.2","a","a","N",3170,36,-88,-79,"a",0,0,0,0,0,0,0,0,0,0,"0"
"121","a","a","W",336600,984,-32,-34,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"67.1","a","a","W",202640,588,-33,-41,"a",2,1,1,0,0,0,0,0,4300,4000,"0"
"1144.1","a","b","W",21860,196,-16,-60,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1653","b","b","W",46880,523,30,-12,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1347","a","b","W",26960,514,85,41,"b",0,0,0,0,0,0,0,0,0,0,"0"
"238.1","a","b","N",315650,645,-33,-9,"a",1,0,1,0,0,0,0,0,5000,5000,"0"
"2576.1","b","a","W",15460,249,15,-2,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1056.1","a","a","N",4390,16,95,-60,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1823.1","a","b","N",16060,335,83,74,"a",0,0,0,0,0,0,0,0,0,0,"0"
"452.1","a","a","W",56810,285,-35,-27,"a",5,2,3,0,0,0,0,0,6100,2000,"0"
"253","b","b","W",1446770,1471,13,5,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1092.1","a","b","N",7130,105,134,142,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1698","b","b","W",40770,910,20,-10,"a",0,0,0,0,0,0,0,0,0,0,"0"
"617","b","a","W",26860,282,-46,-44,"a",2,0,2,0,0,0,0,0,5000,3000,"0"
"1234.2","b","a","W",28610,330,12,-15,"a",2,1,1,0,0,0,0,0,6900,6000,"0"
"2276","b","b","N",4600,105,-63,-58,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1545","b","b","W",40560,1130,82,90,"a",2,2,0,0,0,0,0,0,1200,700,"0"
"824","a","b","N",67480,141,-10,-44,"a",3,2,1,0,0,0,0,0,2800,2000,"0"
"130.2","a","a","W",620720,1789,17,23,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2511","a","a","W",24320,427,56,51,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2469","b","a","W",32310,465,31,16,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2348","b","a","W",60710,782,92,79,"a",3,1,2,0,0,0,0,0,4800,2000,"0"
"1865.2","a","b","N",4890,162,97,88,"a",0,0,0,0,0,0,0,0,0,0,"0"
"572","b","a","W",39760,211,-38,-39,"a",3,3,0,0,0,0,0,0,1600,900,"0"
"971.1","a","b","N",5250,66,-49,36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"17.1","a","b","N",31290,117,-52,-41,"a",0,0,0,0,0,0,0,0,0,0,"0"
"53","a","b","N",51620,186,51,34,"a",1,0,1,0,0,0,0,0,7000,7000,"0"
"510","a","b","W",54820,585,-41,-37,"a",3,1,2,0,0,0,0,0,5600,3000,"0"
"1719","b","b","W",31030,534,-8,0,"a",1,1,0,0,0,0,0,0,600,600,"0"
"1546","b","b","W",50130,1613,125,172,"a",2,2,0,0,0,0,0,0,1100,600,"0"
"201","a","a","W",1371400,3040,91,63,"a",1,1,0,0,0,0,0,0,300,300,"0"
"1709.1","a","b","W",20610,670,-41,-36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"317","b","a","W",366500,1484,-46,-61,"a",1,0,0,1,0,0,0,0,30000,30000,"0"
"2121","a","a","N",7160,228,-6,-4,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1852","b","b","N",6890,204,-34,-46,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1093","a","b","N",5630,98,64,86,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2007","b","b","W",20640,517,-23,14,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2158.1","a","a","W",27350,602,-1,25,"a",1,1,0,0,0,0,0,0,200,200,"0"
"970","a","b","N",11500,35,13,-30,"b",0,0,0,0,0,0,0,0,0,0,"0"
"1040","a","a","N",1380,56,-49,40,"a",0,0,0,0,0,0,0,0,0,0,"0"
"123","a","a","W",951410,1332,98,-7,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1733","b","a","W",56940,769,72,48,"a",1,0,0,1,0,0,0,0,40000,40000,"0"
"23","a","a","N",10640,62,-68,-43,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1472","a","a","W",17050,404,-2,-30,"a",1,1,0,0,0,0,0,0,700,700,"0"
"199","a","a","W",576040,1541,-24,-22,"a",1,1,0,0,0,0,0,0,900,900,"0"
"2279","b","b","N",7540,133,-40,-47,"a",0,0,0,0,0,0,0,0,0,0,"0"
"690","a","b","W",156780,1301,10,6,"a",4,3,1,0,0,0,0,0,4700,3000,"0"
"1292","a","a","W",18850,215,-13,-43,"a",0,0,0,0,0,0,0,0,0,0,"0"
"478","a","a","W",40420,269,-42,-31,"a",0,0,0,0,0,0,0,0,0,0,"0"
"592.1","b","a","W",31770,231,2,-3,"a",3,1,2,0,0,0,0,0,10400,8000,"0"
"1644","b","b","N",21920,763,112,117,"a",1,0,1,0,0,0,0,0,4000,4000,"0"
"2580","b","a","W",81410,785,432,151,"b",0,0,0,0,0,0,0,0,0,0,"0"
"589","a","a","W",37710,233,2,-12,"a",1,0,1,0,0,0,0,0,2000,2000,"0"
"268","b","a","W",448900,2162,-29,-1,"a",5,1,3,1,0,0,0,0,31500,20000,"0"
"1790","b","a","W",12870,364,-57,-26,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1542.1","b","b","W",48130,1330,163,163,"b",0,0,0,0,0,0,0,0,0,0,"0"
"2296","b","b","W",36650,414,41,-14,"a",0,0,0,0,0,0,0,0,0,0,"0"
"576","a","a","W",44080,339,-22,11,"a",2,1,1,0,0,0,0,0,3700,3000,"0"
"910","b","b","N",48590,134,28,84,"b",1,0,0,1,0,0,0,0,20000,20000,"0"
"1835.2","a","b","W",22830,467,-19,-28,"b",1,1,0,0,0,0,0,0,500,500,"0"
"218","a","a","W",918020,1759,-36,-34,"a",2,0,2,0,0,0,0,0,5000,3000,"0"
"2059","b","a","W",28360,434,-19,-20,"a",0,0,0,0,0,0,0,0,0,0,"0"
"314","a","a","W",498400,1647,-4,-8,"a",1,1,0,0,0,0,0,0,300,300,"0"
"2221.1","b","c","W",39900,984,-12,41,"b",1,0,1,0,0,0,0,0,4000,4000,"0"
"2026.2","b","b","W",34620,661,18,36,"a",0,0,0,0,0,0,0,0,0,0,"0"
"66","a","a","N",147520,472,-2,-6,"a",0,0,0,0,0,0,0,0,0,0,"0"
"146","a","a","W",396530,1209,-10,-13,"a",1,0,1,0,0,0,0,0,6000,6000,"0"
"2221.2","b","c","W",39900,984,-12,41,"b",1,0,1,0,0,0,0,0,4000,4000,"0"
"2449","a","a","W",9890,89,-63,-79,"a",1,0,0,1,0,0,0,0,20000,20000,"0"
"2552","a","a","W",22890,283,104,23,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1603","a","a","N",6010,215,-41,-38,"a",0,0,0,0,0,0,0,0,0,0,"0"
"1058","a","a","N",2650,18,7,-55,"a",0,0,0,0,0,0,0,0,0,0,"0"
"2161","b","a","W",17120,332,-37,-30,"a",0,0,0,0,0,0,0,0,0,0,"0"
